"Estacion","Fecha inicial","Fecha final","NO2","VViento","O3","DViento","PLiquida","PM2.5","SO2","PM10","RGlobal","HAire10","CO","TAire10","P"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-10","","15.88888889","0.575","26.375","101.25","1.25958333","10.0875","1.71666667","21.2","","73.125","1400.55833333","17.5625","593.2625"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-09","","5.18","0.44166667","18.6","141.5625","0.20083333","13.09583333","","25.02083333","","74.79166667","923.35714286","17.2","593.24166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-08","","","0.55","","150.9375","0.30708333","16.3375","","27.22083333","","71.5","","18.26666667","592.64583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-07","","2.21","0.6","30.58461538","196.875","0.19041667","16.31666667","2.375","31.80833333","","70.0","1387.04","17.6625","592.64166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-06","","12.36","0.7","24.01428571","142.5","0.0","18.45833333","1.95555556","35.47916667","","67.4","1406.33333333","18.28666667","592.16"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-05","","","0.28571429","","205.71428571","0.0","15.93913043","","31.96086957","","79.28571429","","14.54285714","592.44285714"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-04","","","0.375","","150.0","0.0","8.6125","","20.17916667","","69.91666667","","18.125","591.8375"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-03","","","0.9125","","83.4375","0.01041667","11.24166667","4.3875","27.78333333","","66.95833333","","19.04166667","592.0125"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-02","","","0.72916667","","159.375","0.0","9.05833333","","19.9875","","69.58333333","","18.62916667","591.4375"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-01","","","1.284","","203.4","0.0","7.072","","15.924","","65.0","","19.292","591.704"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-31","","","1.4375","","243.75","0.21125","10.875","","21.9375","","69.25","","17.3125","593.2125"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-30","","2.6375","0.54166667","20.69166667","195.0","2.13708333","13.94583333","3.6","28.8125","","75.33333333","370.4625","16.85","593.41666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-29","","7.44705882","0.45","30.65238095","207.1875","0.56083333","10.88333333","1.50909091","21.875","","75.125","464.00833333","17.30833333","592.5625"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-28","","5.56666667","0.5","34.545","149.0625","0.07333333","10.0875","1.3","24.5625","","73.54166667","387.66666667","17.62916667","591.73333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-27","","6.68571429","0.74583333","35.3","148.125","1.45","11.54166667","1.4","23.9375","","70.625","448.32916667","17.88333333","591.61666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-26","","5.725","0.77916667","32.57727273","157.5","0.0425","9.6625","1.86666667","23.19583333","","69.375","413.8","18.35416667","591.50416667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-25","","9.7","0.71666667","29.45","121.875","0.01041667","9.54583333","1.86","18.925","","69.20833333","374.625","19.07083333","592.35416667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-24","","3.48888889","0.47083333","31.83333333","152.8125","0.1375","","1.55","","","71.5","398.9125","17.37083333","593.42916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-23","","8.225","0.53333333","42.225","226.875","1.07916667","8.99166667","1.4125","21.82916667","","75.45833333","427.11666667","17.22916667","592.55833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-22","","10.26875","0.925","27.0","171.5625","0.12708333","7.375","1.55","20.27916667","","65.25","393.99166667","19.4","591.69583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-21","","12.48","0.8375","39.815","129.375","0.01041667","7.80833333","1.21666667","20.64583333","","64.66666667","401.75","19.30416667","592.1"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-20","","4.27777778","0.85333333","36.35","94.5","0.0","","1.45","","","66.4","804.34","19.62666667","591.78666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-17","","7.38888889","0.16","16.41111111","211.5","0.0","","","","","78.8","926.57777778","14.16","593.12"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-16","","12.72380952","0.80416667","43.98571429","137.8125","0.09541667","8.86956522","","21.8173913","","67.04166667","948.32083333","19.19583333","593.54583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-15","","8.315","1.016","40.02727273","108.9","0.0608","7.22","1.8","18.016","","69.28","867.676","18.38","593.672"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-14","","5.96190476","0.97916667","39.94545455","123.75","0.3175","7.6125","","18.2","","68.125","802.23333333","18.15","594.37083333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-13","","9.07619048","0.6875","45.37727273","191.25","0.62458333","4.7625","","14.95","","71.91666667","723.83333333","16.85","594.575"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-12","","7.16470588","0.69583333","41.7826087","90.9375","0.22208333","10.84583333","","22.62916667","","67.875","812.90833333","18.94166667","593.51666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-11","","7.61578947","0.95","42.13333333","142.5","0.03125","10.4375","1.1","22.45","","62.625","813.4125","19.59166667","593.59583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-10","","7.78695652","1.15833333","40.35714286","122.8125","0.0","10.225","1.6","24.00833333","","62.41666667","703.04166667","19.36666667","595.16666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-09","","14.095","0.90416667","48.56666667","131.25","0.04166667","8.8375","1.38571429","23.02083333","","62.625","788.35416667","18.9875","595.99166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-08","","7.53809524","0.70833333","43.43888889","150.9375","0.01041667","9.47916667","1.5125","24.43333333","","66.625","702.3125","18.59166667","595.70833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-07","","7.2375","0.80416667","36.90526316","135.9375","0.0","8.71666667","1.53125","24.32916667","","66.95833333","681.01666667","18.60833333","594.85833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-06","","7.85","0.8125","50.09411765","94.6875","0.47625","5.45833333","1.72727273","16.97916667","","67.5","825.87272727","18.525","594.87916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-05","","6.44444444","0.86086957","38.86818182","175.10869565","0.16565217","5.57391304","1.48181818","16.29130435","","66.7826087","1604.27826087","18.81304348","594.71304348"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-04","","10.72857143","0.74583333","42.96086957","129.375","1.07916667","6.0375","1.675","13.69583333","","68.125","1673.3625","18.39166667","595.0375"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-03","","10.86956522","0.65","29.5","180.0","0.54958333","8.95416667","1.82083333","20.02083333","","72.5","1685.8375","17.60833333","593.96666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-02","","10.77368421","0.74166667","34.02631579","137.8125","0.20125","6.75","1.78636364","19.66666667","","68.75","1594.65","17.975","593.34583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-10-01","","5.77083333","0.968","42.8047619","112.5","0.0612","6.252","1.54782609","17.064","","63.24","1518.512","19.248","593.696"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-30","","9.89444444","0.8","43.95555556","135.0","0.61375","5.85","1.65714286","17.555","","68.29166667","1529.0625","17.98333333","594.61666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-29","","8.70666667","0.9125","42.47272727","177.1875","0.04208333","4.9375","1.66086957","14.67916667","","64.875","1425.09166667","18.92083333","593.27916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-28","","9.86666667","0.9875","36.205","127.5","0.06333333","6.3875","1.88695652","18.4625","","64.875","1467.6","18.725","593.3875"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-27","","8.93","0.87083333","46.35","120.0","1.16375","5.07083333","1.54090909","12.7875","","65.79166667","1360.05714286","18.1","594.59583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-26","","6.24444444","0.8375","42.17826087","123.75","0.28541667","5.05833333","1.63684211","12.2625","","67.66666667","1374.27083333","18.04583333","595.65"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-25","","6.40833333","0.92916667","32.92","155.625","0.41291667","7.8","1.75238095","20.0875","","61.0","1379.59166667","19.0875","595.825"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-24","","6.54761905","0.85","30.48571429","144.375","0.64541667","6.325","1.2","17.95833333","","63.79166667","1290.95833333","19.32916667","595.7125"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-23","","7.96818182","0.85833333","35.72380952","95.625","0.12708333","7.09583333","","18.76666667","","65.91666667","1256.65416667","19.21666667","594.8625"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-22","","11.52941176","0.86666667","41.325","129.375","0.08458333","","","","","62.08333333","957.39545455","19.57083333","594.59166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-21","","10.7","0.87916667","38.10625","147.1875","0.24333333","","1.5","","","68.66666667","1008.80416667","18.75","594.58333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-20","","9.21666667","0.55833333","29.47083333","158.4375","0.13708333","","1.15","","","72.625","1012.25","18.05","594.74583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-19","","12.44583333","0.725","33.23478261","152.8125","0.04208333","","2.83333333","","","68.04166667","939.82083333","18.36666667","595.025"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-18","","15.295","0.61666667","26.18888889","195.9375","0.83583333","","1.3","","","71.25","642.52857143","18.09166667","595.26666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-17","","12.32083333","0.41666667","23.34583333","175.3125","0.20125","","2.98","","","70.54166667","340.51666667","17.62083333","595.25416667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-16","","9.18333333","0.7","10.5375","143.4375","0.645","","1.3","","","68.41666667","206.80666667","17.81666667","595.69583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-15","","9.46956522","0.7","10.23333333","144.375","0.89958333","","","","","67.20833333","170.30555556","18.37083333","595.97916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-14","","8.96666667","0.75","11.5875","177.1875","0.01041667","","1.2","","","60.45833333","236.60588235","19.175","595.94166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-13","","6.02916667","0.94583333","13.1875","156.5625","0.26458333","","","","","65.04166667","240.79","19.45","594.225"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-12","","8.7875","0.82083333","12.695","147.1875","0.43375","","1.26666667","","","66.54166667","172.45384615","19.04583333","593.55833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-11","","8.775","0.7","12.73913043","145.3125","0.23291667","","1.38333333","","","66.58333333","213.89","19.60833333","593.55833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-10","","9.92916667","0.82083333","12.29583333","113.4375","0.50791667","","1.4","","","64.70833333","122.53333333","19.3","595.51666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-09","","10.53333333","0.49166667","9.075","178.125","0.0","","1.2","","","67.5","304.62222222","17.2375","595.94166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-08","","10.66842105","0.54583333","30.02222222","156.5625","0.58166667","","","","","70.25","484.39473684","16.69166667","594.62916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-07","","6.28333333","0.66666667","39.17727273","149.0625","0.23291667","","1.27777778","","","64.625","651.54583333","19.07916667","593.24583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-06","","4.07826087","0.82916667","49.07058824","143.4375","0.3175","","1.2","","","63.125","597.575","19.12916667","594.20833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-05","","7.37083333","0.9125","49.2","134.0625","0.75125","","1.44444444","","","62.04166667","598.98333333","19.70833333","595.0375"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-04","","11.76666667","0.59583333","33.055","137.8125","1.0375","","1.28181818","","","69.70833333","642.75833333","18.23333333","594.69583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-03","","13.9125","0.41666667","25.72916667","185.625","0.16916667","","1.58181818","","","73.08333333","642.49166667","17.24166667","594.2"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-02","","11.7625","0.45833333","35.3875","182.8125","0.7825","","2.1375","","","72.16666667","439.19047619","16.54166667","595.10833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-09-01","","10.23333333","0.64166667","41.21111111","177.1875","0.93041667","","1.38","","","71.29166667","687.40833333","18.0","594.84166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-31","","8.69166667","0.70416667","35.74285714","187.70833333","0.10583333","","1.675","","","68.91666667","654.45","17.76666667","595.3375"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-30","","6.47142857","0.70833333","38.3625","184.875","0.0","","1.42857143","","","68.83333333","551.67083333","16.73333333","595.44166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-29","","8.575","0.81666667","33.17083333","157.66666667","0.0","","1.44666667","","","66.125","618.66666667","18.65","594.6875"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-28","","6.94166667","0.75416667","43.1875","123.08333333","0.4125","","1.66923077","","","62.70833333","523.07916667","19.5375","595.56666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-27","","7.85652174","0.76666667","36.96666667","160.41666667","0.24291667","","1.9","","","66.58333333","499.5875","18.27083333","595.75"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-26","","7.1625","0.79166667","37.31666667","148.33333333","0.07375","","1.41176471","","","68.875","425.39583333","18.1375","595.32916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-25","","10.91578947","0.5875","34.11904762","198.91666667","0.80416667","","1.33333333","","","71.25","940.575","17.85","594.3"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-24","","14.58333333","0.45","32.82083333","149.20833333","0.47583333","","","","","72.33333333","1295.65833333","16.97083333","594.9"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-23","","6.26666667","0.46666667","39.49166667","174.66666667","0.76166667","","","","","71.95833333","1094.7625","17.37083333","595.20833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-22","","9.76666667","0.4875","41.72916667","149.33333333","1.25916667","","","","","70.375","1088.05","17.40416667","595.17916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-21","","7.35","0.5375","37.79545455","108.0","0.285","","","","","69.20833333","892.34583333","18.5375","594.93333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-20","","8.55","0.70416667","38.56818182","100.5","1.26958333","","1.75","","","70.04166667","681.50833333","18.37083333","595.20416667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-19","","10.7826087","0.51304348","27.56956522","205.69565217","1.20391304","5.88636364","","13.22272727","","73.39130435","547.3173913","17.70434783","594.03043478"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-18","","7.40833333","0.575","29.92083333","136.3","0.0125","5.715","","13.735","","68.2","472.71904762","19.06","592.12"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-17","","3.78695652","0.39166667","40.75","125.625","0.34875","4.72916667","","9.82083333","","73.25","124.28888889","18.1125","592.45416667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-16","","4.54166667","0.45833333","38.7625","131.25","0.07375","6.35","","11.68333333","","73.0","110.92777778","17.85416667","591.78333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-15","","4.37272727","0.516","44.205","103.5","0.3348","4.22","","9.032","","71.16","138.26363636","18.18","591.236"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-14","","6.97083333","0.62083333","29.32","154.6875","0.12666667","5.55416667","","11.47916667","","71.66666667","125.56470588","18.2125","590.62083333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-13","","7.9375","0.6","39.4125","181.875","0.41291667","5.91666667","","11.725","","72.125","173.36666667","18.6375","590.4"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-12","","9.43888889","0.82916667","38.42727273","104.0625","0.22208333","5.0375","","11.69583333","","67.0","404.58333333","19.4375","590.60833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-11","","12.24166667","0.725","42.47777778","101.25","0.12708333","19.1","","31.63181818","","67.25","","19.5125","590.89583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-10","","9.90869565","0.7375","40.55882353","107.8125","0.0","24.2","","35.9575","","64.83333333","","19.18333333","591.61666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-09","","7.39583333","0.77083333","30.8","134.0625","0.0","18.04583333","","28.60916667","","63.45833333","","18.775","592.225"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-08","","9.81666667","0.72083333","36.98636364","164.0625","0.0","14.87083333","1.5125","28.00791667","","62.125","","19.50833333","592.45833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-07","","8.97916667","0.72083333","38.57","105.9375","0.02125","16.72916667","1.85555556","25.57416667","","67.5","","18.7375","592.52916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-06","","13.83333333","0.76666667","33.70588235","112.5","0.0","35.76521739","3.0","53.11956522","","66.95833333","","18.24583333","592.0625"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-05","","15.23043478","0.57","28.33809524","99.0","0.0","29.0","","51.08608696","","62.7","","19.15","591.78"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-04","","8.88333333","","29.66666667","","","17.76666667","","30.76875","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-03","","2.97142857","","33.81","","","16.93333333","","30.24166667","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-02","","2.08125","","26.27916667","","","15.6125","","25.825","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-08-01","","3.88636364","","22.276","","","13.44","","25.088","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-31","","3.24615385","","17.5875","","","8.41666667","","18.53333333","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-30","","3.12941176","","16.54583333","","","6.95","","14.69583333","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-29","","2.85555556","","19.3125","","","8.3","","17.39583333","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-28","","3.49230769","","18.30416667","","","6.8875","","15.3125","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-27","","3.4","","19.32173913","","","4.83043478","","11.46956522","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-26","","0.96666667","","12.80416667","","","5.47916667","","10.84166667","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-25","","2.58947368","","9.17083333","","","6.67083333","","13.775","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-24","","2.98","","12.51052632","","","5.24210526","","11.51052632","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-23","","4.46315789","","15.70833333","","","5.6375","","12.47083333","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-22","","3.92666667","","18.975","","","6.6375","","14.54166667","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-21","","2.60909091","","19.22173913","","","8.9125","","20.87916667","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-20","","0.9","","31.57619048","","","11.07619048","","19.8","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-19","","","","34.52222222","","","9.3","","19.73333333","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-18","","2.79","","44.06428571","","","9.84583333","","19.62083333","","","","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-07-17","","","","","","","14.0","","22.8","","","","",""
