"Estacion","Fecha inicial","Fecha final","NO2","VViento","O3","DViento","PLiquida","PM2.5","SO2","PM10","RGlobal","HAire10","CO","TAire10","P"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-19","","7.62727273","0.62083333","33.10833333","110.625","0.0","16.22083333","1.88571429","32.02916667","","77.83333333","1037.7875","18.8625","587.82916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-18","","1.56","0.87916667","40.14166667","120.9375","0.0","13.6125","1.33333333","25.3875","","78.41666667","947.88333333","19.10416667","588.0875"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-17","","","0.77083333","49.76666667","92.8125","0.0","12.06666667","1.42","21.29166667","","78.66666667","816.87916667","18.925","587.75"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-16","","8.7","0.86666667","40.69583333","119.0625","0.0","12.86666667","1.46666667","24.80833333","","79.04166667","936.3625","19.40416667","587.79166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-15","","3.93636364","0.85833333","33.925","90.9375","0.0","14.20833333","1.74166667","27.28333333","","80.33333333","1015.97083333","19.625","587.0"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-14","","5.0","0.75416667","37.5625","95.625","0.18","10.87916667","1.59090909","19.85833333","","78.58333333","986.44583333","20.175","586.83333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-13","","5.5","0.83333333","38.90833333","105.9375","0.01041667","8.575","1.47","18.7125","","78.45833333","948.3625","19.60416667","587.41666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-12","","6.93571429","0.84166667","35.74545455","126.5625","0.16916667","6.49166667","1.95714286","14.225","","77.70833333","879.97727273","19.60833333","587.875"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-11","","3.14583333","0.81666667","40.32083333","135.9375","0.92041667","4.95","1.4","11.12916667","","81.70833333","793.63333333","19.02916667","588.16666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-10","","2.95833333","0.875","44.69166667","118.125","0.58208333","5.57916667","1.5","10.17916667","","79.875","755.675","19.32083333","588.29166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-09","","5.48333333","0.80833333","40.70416667","165.9375","0.12625","7.1875","1.525","13.2125","","81.91666667","824.45","18.525","588.83333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-08","","12.3875","0.76666667","45.3","92.8125","0.24291667","8.84583333","1.61428571","16.55416667","","84.58333333","906.79583333","17.9","588.91666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-07","","11.77083333","1.04583333","53.61666667","78.75","0.0","12.9625","1.54","25.74166667","","79.54166667","878.3375","18.8375","589.08333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-06","","12.27083333","0.67916667","48.97916667","79.6875","0.0","10.16666667","2.76666667","22.67916667","","78.79166667","814.71666667","18.2625","588.75"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-05","","13.06956522","0.84347826","40.69130435","82.17391304","0.0","10.32173913","2.025","22.63043478","","79.13043478","858.47391304","18.70869565","587.82608696"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-04","","11.79583333","0.725","30.96666667","147.1875","0.0","9.87083333","1.6","19.6","","80.83333333","847.1375","18.37916667","588.08333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-03","","8.62916667","0.77083333","32.38333333","150.9375","0.21125","9.50833333","1.2","19.22916667","","83.45833333","846.85","18.70416667","588.16666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-02","","4.49166667","0.9625","30.12916667","118.125","0.0","12.0625","","19.52083333","","82.125","696.70416667","18.675","588.58333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2021-01-01","","4.608","0.5","33.976","90.0","0.0","16.864","1.25","24.748","","83.08","725.784","17.844","588.84"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-31","","9.25652174","0.76086957","32.3","112.5","0.0","13.4","1.3","23.4826087","","79.82608696","785.23913043","18.72916667","588.3"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-30","","14.34166667","0.5375","33.925","69.375","0.2325","11.25416667","1.92222222","22.475","","82.20833333","850.74583333","18.425","588.15833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-29","","12.99047619","0.725","31.28636364","90.0","0.0","10.26666667","1.9","22.45","","82.125","709.89130435","18.11666667","588.35833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-28","","11.10416667","0.6","34.27916667","111.5625","0.20083333","7.34166667","1.56666667","17.85416667","","82.41666667","753.47916667","18.17083333","588.9"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-27","","9.14583333","0.56666667","29.7375","130.3125","0.37","8.025","1.45","15.4625","","87.08333333","736.0375","17.275","588.34583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-26","","13.62916667","0.39166667","28.825","196.875","0.13708333","12.5125","1.6","20.91666667","","87.45833333","821.525","17.14166667","587.7625"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-25","","3.41666667","0.55833333","41.6625","175.3125","0.7825","7.225","1.2","12.65833333","","86.66666667","613.62916667","17.73333333","587.6125"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-24","","10.82916667","0.73333333","33.37083333","106.875","0.58208333","12.675","1.4","23.9625","","80.625","760.22083333","19.80416667","587.02083333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-23","","13.72083333","0.675","29.23333333","130.3125","0.0","15.72916667","1.425","29.53333333","","81.125","834.56666667","19.32083333","587.85"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-22","","15.37916667","0.72083333","30.45416667","121.875","0.03166667","13.73333333","1.5625","27.40416667","","81.83333333","827.775","18.9125","588.47916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-21","","14.5125","0.8625","40.675","91.875","0.09541667","13.22083333","2.51333333","23.85833333","","80.33333333","768.25416667","19.36666667","588.21666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-20","","12.875","0.55416667","33.89166667","118.125","0.0","11.6125","1.65714286","23.67083333","","81.08333333","729.28333333","19.04583333","587.14583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-19","","14.8125","0.7375","36.42083333","101.25","0.0","15.05833333","1.98","29.8125","","80.25","790.45416667","19.07916667","587.47916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-18","","18.15416667","0.67916667","27.96666667","141.5625","0.1375","12.81304348","1.45714286","25.26086957","","84.33333333","811.6625","18.30416667","588.2"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-17","","17.3875","0.7875","31.93333333","129.375","0.01041667","16.54583333","1.92857143","31.125","","79.875","789.18333333","19.09166667","588.12916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-16","","14.1375","0.77916667","32.50952381","125.625","0.0","12.2","1.36666667","24.87916667","","82.29166667","662.16666667","18.2875","587.88333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-15","","13.7","0.6875","28.33913043","116.25","0.31791667","11.075","1.53333333","21.77083333","","81.45833333","665.5375","18.81666667","587.72083333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-14","","14.74166667","0.79166667","24.16666667","157.5","0.0","15.04583333","1.26","29.07916667","","81.54166667","674.6875","18.38333333","588.78333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-13","","13.17916667","0.81666667","29.82083333","157.5","0.01041667","15.82083333","1.4","28.02083333","","79.66666667","650.17083333","18.29583333","588.76666667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-12","","15.91666667","0.7","24.64583333","138.75","0.12666667","14.6","1.625","27.64583333","","80.75","745.44583333","18.37916667","588.05833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-11","","16.675","0.74166667","25.76666667","106.875","0.0","13.9125","3.67333333","30.30833333","","79.70833333","694.08333333","19.45416667","587.44583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-10","","14.25882353","0.78333333","24.56666667","107.8125","0.01041667","11.67916667","1.57777778","22.6375","","80.25","498.6875","19.57083333","588.48333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-09","","19.81666667","0.66666667","19.38636364","96.5625","0.01041667","10.60434783","2.24545455","20.87826087","","83.875","563.74347826","18.9","589.79166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-08","","","0.76666667","30.63333333","99.375","0.02125","12.02083333","2.43333333","23.5875","","80.54166667","732.6625","19.68333333","589.47083333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-07","","","0.65416667","27.7875","154.6875","0.02083333","14.3375","2.54166667","25.9375","","82.54166667","819.75416667","18.6625","588.7375"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-06","","","0.85","31.8375","170.625","0.13708333","11.45833333","2.47222222","21.07083333","","80.91666667","664.075","19.17916667","588.1625"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-05","","","0.92608696","26.8826087","120.32608696","0.22086957","15.20434783","2.76956522","29.60869565","","80.60869565","792.44782609","19.5","588.82173913"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-04","","","0.69583333","26.35833333","128.4375","0.04208333","10.49583333","2.58333333","22.6625","","82.625","741.67916667","19.16666667","588.275"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-03","","","0.70833333","31.7875","130.3125","0.74041667","5.6875","2.5875","14.03333333","","83.20833333","616.12083333","18.6125","588.40833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-02","","1.0","0.7875","30.41666667","160.3125","0.29625","7.02916667","2.54583333","18.1","","83.25","587.32916667","18.8625","587.95833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-12-01","","15.77","0.764","24.68636364","92.7","0.3044","7.032","2.9125","15.66","","82.48","854.21666667","18.78","588.788"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-30","","13.6","0.63333333","25.70416667","163.125","0.81458333","10.19583333","","19.1375","","89.08333333","1152.73333333","18.025","588.10833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-29","","8.66666667","0.72916667","35.41666667","132.1875","0.02125","6.62916667","","13.45416667","","84.25","976.49166667","18.78333333","588.55"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-28","","15.6625","0.675","32.6875","112.5","0.47583333","8.19583333","2.55","17.62083333","","85.66666667","1037.2375","17.90416667","589.09166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-27","","18.29583333","0.44583333","20.86666667","146.25","2.05333333","13.27916667","2.3","26.65416667","","88.66666667","1072.08333333","17.9125","587.9125"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-26","","14.71666667","0.57916667","23.2875","130.3125","0.19041667","12.92083333","1.9","29.5875","","84.25","1010.66666667","19.10833333","587.22083333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-25","","13.67916667","0.69166667","25.275","112.5","0.0","14.25217391","1.53333333","30.19565217","","82.16666667","775.975","19.91666667","587.77916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-24","","15.51666667","0.71666667","24.38333333","145.3125","0.0","13.73333333","1.36666667","30.1375","","80.83333333","770.80833333","19.6625","587.94166667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-23","","8.94166667","0.65","22.52083333","138.75","0.0","11.475","1.5","27.4","","81.54166667","754.37916667","18.90416667","588.225"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-22","","4.57","0.65833333","31.93333333","113.4375","0.02083333","10.13333333","","19.2875","","82.75","768.55416667","19.22083333","588.10833333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-21","","7.51","0.67083333","26.64583333","230.625","0.19083333","7.13333333","","18.1375","","83.70833333","723.92916667","18.75","587.93333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-20","","10.17272727","0.42916667","16.49166667","164.0625","0.07416667","10.49583333","2.2","26.65416667","","84.20833333","636.66956522","18.9125","587.725"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-19","","4.63636364","0.68333333","14.22","102.1875","0.0","7.225","1.95","19.52083333","","84.04166667","547.37142857","18.63333333","589.0625"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-18","","5.37142857","0.50416667","18.2","98.4375","0.39125","5.61666667","1.57142857","14.7","","89.29166667","793.425","17.63333333","590.17083333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-17","","4.0375","0.4","13.13333333","189.7826087","1.47913043","9.25714286","","21.36923077","","83.69565217","1859.51428571","16.83043478","591.34347826"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-16","","3.44444444","0.49565217","28.48181818","106.63043478","0.19826087","9.05652174","3.1","16.96521739","","70.7826087","1886.01304348","18.04782609","592.76956522"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-15","","8.575","1.2","26.188","170.1","1.158","8.236","1.55714286","15.96","","71.32","1874.644","17.488","592.76"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-14","","4.58333333","1.55","25.225","239.0625","0.11583333","6.5875","2.83333333","16.1375","","73.0","1756.78333333","16.7625","593.1125"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-13","","8.37","0.6375","26.6625","190.3125","0.51833333","6.07083333","1.52","17.15833333","","72.08333333","1762.97083333","17.25833333","593.39583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-12","","6.3","0.525","20.85416667","169.6875","0.11625","13.05","1.77272727","26.29166667","","75.375","1789.35416667","17.06666667","593.44583333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2020-11-11","","16.3","0.475","26.97272727","183.75","0.54958333","9.22916667","1.65","18.2","","75.54166667","1680.0875","16.7625","593.93333333"
