"Estacion","Fecha inicial","Fecha final","P","VViento","O3","DViento","PLiquida","PM2.5","PM10","RGlobal","HAire10","CO","TAire10","NO2","SO2"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-20","","595.12083333","0.76666667","34.64166667","91.875","0.0","13.57083333","21.3625","166.875","83.95833333","768.34583333","17.95","5.3625",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-19","","594.75833333","0.975","32.3625","60.9375","0.40208333","24.64583333","35.65","165.16666667","84.375","813.44166667","18.525","8.27083333",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-18","","","1.44166667","36.5625","54.375","0.12666667","26.50833333","39.45","196.08333333","80.16666667","834.64583333","18.3375","19.66083333",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-17","","","","50.175","","0.11454545","14.0625","22.2875","71.18181818","91.63636364","749.14166667","18.125","19.89166667",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-16","","595.0375","","49.775","","0.01041667","13.25416667","22.69166667","216.33333333","83.08333333","697.60416667","18.08333333","16.48333333",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-15","","596.01666667","","34.92916667","","0.12625","10.62608696","19.94347826","220.33333333","87.25","622.475","17.375","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-14","","597.9","","42.25833333","","0.32043478","8.64166667","16.94583333","210.83333333","82.43478261","634.4625","16.675","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-13","","","","41.24583333","","0.0125","12.09583333","19.25","234.70833333","86.875","665.66666667","16.7625","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-12","","","","52.72916667","","1.13208333","9.47083333","17.35833333","200.0","86.54166667","605.77916667","16.35416667","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-11","","","","46.325","","0.33833333","13.46666667","24.88333333","179.125","83.20833333","645.86666667","17.19583333","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-10","","","","44.4875","","0.0","11.1","21.75","181.58333333","86.08333333","645.075","17.03333333","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-09","","","","34.79583333","","0.14833333","12.175","23.93333333","160.25","85.25","606.64166667","16.21666667","0.5",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-08","","","0.14545455","26.61428571","165.68181818","0.04391304","12.87916667","24.525","121.04347826","86.13043478","885.84761905","15.3125","16.78888889",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-07","","","0.56666667","31.325","133.04347826","0.04166667","6.76666667","15.60416667","129.83333333","86.95833333","1300.52916667","15.77916667","14.58333333",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-06","","","0.675","19.24583333","225.0","0.02083333","6.95416667","14.0","72.75","91.20833333","1299.91666667","15.425","12.62083333","4.11428571"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-05","","","0.20833333","29.33333333","174.375","0.02083333","12.00416667","21.375","78.125","89.91666667","1411.65","16.25416667","18.4375","2.495"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-04","","","0.42083333","32.07916667","137.8125","0.02083333","11.36666667","22.86666667","98.41666667","87.625","1300.325","16.77083333","18.27916667","2.62222222"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-03","","","0.7625","31.8","144.375","0.05208333","7.82916667","17.09583333","208.41666667","83.16666667","1208.325","17.4","12.54166667","2.22380952"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-02","","","0.38333333","27.42083333","151.875","0.11458333","8.9","19.6875","84.54166667","88.29166667","1255.19583333","16.28333333","24.51052632","3.17"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-03-01","","","0.65","35.775","107.8125","0.07291667","6.16666667","14.1875","164.29166667","85.04166667","1168.45","17.4125","17.06315789","1.25"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-28","","","0.50416667","35.38","105.0","0.025","","","91.5","87.75","1188.02857143","15.76502529","19.0","2.08"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-27","","","0.60416667","57.74583333","99.375","0.0","21.805","72.38","133.95833333","84.58333333","1117.28333333","16.69","11.62916667","2.12777778"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-26","","","0.63333333","54.06666667","70.3125","0.01041667","45.33333333","161.27916667","93.95833333","85.83333333","1196.8625","16.27916667","18.52083333","2.17894737"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-25","","","0.95","60.7875","104.0625","0.01041667","47.61666667","128.42777778","184.58333333","80.33333333","1093.36666667","17.2952381","16.13","2.15238095"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-24","","","0.67083333","54.26666667","95.625","0.04166667","41.52916667","93.35","148.375","81.83333333","1062.10416667","17.31666667","14.31818182","2.48571429"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-23","","","0.70416667","45.25833333","108.75","0.07291667","32.12380952","79.63809524","201.375","81.75","1031.14583333","17.38333333","16.42","2.48095238"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-22","","","0.675","37.81818182","84.375","0.16791667","24.21111111","57.93888889","190.125","84.04166667","910.28695652","17.0125","19.03636364","3.25238095"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-21","","","0.72916667","37.54166667","139.6875","0.06291667","15.925","35.67916667","174.75","85.91666667","734.46666667","15.7875","17.56521739","2.03636364"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-20","","","0.49583333","44.2","117.1875","0.01041667","","","115.04166667","88.375","600.27142857","15.60833333","17.33076923","1.35"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-19","","","0.7125","10.7","132.1875","0.0","","","142.875","86.375","987.43333333","15.92916667","16.03333333","2.05"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-18","","","0.55833333","34.10416667","142.5","0.0","18.08333333","35.94166667","55.0","90.5","1078.4125","15.725","21.90869565","1.94210526"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-17","","","0.87083333","47.55833333","77.8125","0.0","24.79166667","43.8","189.79166667","83.16666667","1026.40833333","17.5125","17.15","2.02631579"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-16","","","0.92916667","37.4","107.8125","0.0","21.28333333","40.94166667","207.625","82.33333333","1040.67083333","17.42916667","16.17727273","2.02857143"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-15","","","0.56666667","23.275","120.9375","0.01041667","21.6625","44.2625","105.79166667","87.20833333","1083.24166667","16.24583333","19.15","2.21578947"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-14","","","0.54166667","36.34583333","153.75","0.0","21.09583333","42.4","107.5","85.70833333","937.93333333","16.84583333","21.87777778","1.77272727"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-13","","","0.72083333","49.00526316","77.8125","0.0","20.00833333","38.80833333","123.75","82.16666667","904.3625","17.64166667","12.71666667",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-12","","","0.70833333","5.8","121.875","0.0","24.325","47.1","195.83333333","81.16666667","946.24166667","17.34166667","16.21666667",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-11","","","0.83333333","34.58421053","135.9375","0.01041667","","","245.875","81.875","1125.66923077","17.275","17.5375",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-10","","","0.76666667","38.6625","127.5","0.0","","","183.58333333","83.91666667","1060.7125","17.1375","18.02631579",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-09","","","0.5625","20.75333333","178.125","0.01041667","15.175","37.45416667","126.08333333","86.08333333","1017.4125","15.65833333","20.67083333","1.38"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-08","","","0.32916667","28.88823529","154.6875","0.0","15.37916667","32.4375","86.16666667","89.29166667","887.225","15.75416667","14.36666667","1.675"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-07","","","0.79583333","37.45714286","90.9375","0.0","15.0625","30.15833333","114.54166667","85.45833333","671.2","16.3875","12.95416667","1.55"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-06","","","0.4625","26.22","150.9375","0.02291667","23.38333333","41.62916667","123.66666667","85.16666667","782.59166667","15.98333333","17.275","1.7"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-05","","","0.69166667","49.01666667","131.25","0.08375","27.58333333","44.03333333","101.70833333","87.33333333","604.95416667","15.3375","15.79583333","1.2"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-04","","","0.78333333","45.66428571","109.6875","0.095","29.71666667","47.06666667","119.91666667","85.33333333","605.69583333","17.08333333","15.63333333","1.33333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-03","","","0.99583333","","135.0","0.0","33.0875","57.31666667","199.16666667","80.625","598.8625","17.85416667","15.44583333",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-02","","","0.90833333","39.16666667","124.6875","0.0","25.37083333","46.475","175.20833333","81.125","417.61904762","16.96666667","16.46666667","1.33"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-02-01","","","0.875","31.965","103.125","0.0","27.275","49.20833333","217.79166667","79.91666667","241.35","16.4625","14.49090909","1.5"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-31","","","0.95","26.96","153.75","0.0","","","225.45833333","79.04166667","","15.9125","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-30","","","0.92916667","","117.1875","0.0","","","245.125","77.91666667","","15.94166667","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-29","","","0.95","9.28","144.375","0.0","25.68","41.86","243.54166667","79.79166667","609.975","16.14166667","","1.6"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-28","","","0.875","41.69090909","118.125","0.0","24.59166667","43.4125","258.125","78.58333333","745.49166667","17.67916667","","2.225"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-27","","","0.75","32.05416667","113.4375","0.01041667","19.59583333","36.075","162.5","83.33333333","721.26666667","16.30416667","","2.275"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-26","","","0.7125","33.57391304","143.4375","0.0","19.8125","36.42916667","148.45833333","84.0","654.07083333","16.775","","2.65"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-25","","","0.9125","31.67619048","165.0","0.0","19.46363636","35.18636364","110.29166667","83.625","890.70909091","17.11666667","","2.14545455"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-24","","","1.04166667","37.75","113.4375","0.0","18.29166667","30.5375","163.5","83.54166667","1482.14166667","17.55416667","13.07777778","2.475"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-23","","","0.7625","29.47083333","136.875","0.0","21.1125","35.95416667","214.75","81.58333333","1532.63333333","17.80833333","14.22916667","2.52083333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-22","","","0.60416667","33.97916667","75.9375","0.0","20.21666667","33.54583333","107.66666667","84.0","1495.00833333","17.6625","17.04782609","2.73333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-21","","","0.90833333","31.61304348","113.4375","0.0","20.05909091","31.87727273","211.54166667","80.54166667","1439.1","17.73333333","14.6","2.25714286"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-20","","","1.0125","23.90869565","165.9375","0.0","18.9125","33.86666667","222.20833333","79.41666667","1491.75","17.6375","15.65","2.48333333"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-19","","","1.07916667","34.73333333","121.875","0.0","17.62916667","29.71666667","255.16666667","80.375","1418.04166667","18.05","15.94166667","2.25"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-18","","","0.5375","34.44583333","109.6875","0.0","18.34166667","29.7625","85.95833333","87.0","1343.5625","16.32083333","16.13333333","2.125"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-17","","","0.82916667","","142.5","0.01041667","19.71666667","31.95416667","191.45833333","83.16666667","1335.6625","17.34583333","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-16","","","0.96666667","30.08695652","189.375","0.0","28.94166667","44.94166667","","81.04166667","1363.66666667","17.1375","16.10416667","2.42916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-15","","","","32.16818182","","","18.38695652","31.38695652","","","1141.75","16.16086957","14.95","2.42916667"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-14","","","","34.27142857","","","8.87083333","17.64166667","","","908.92142857","16.16666667","10.89285714","2.16923077"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-13","","","","30.71818182","","","9.9375","18.47083333","","","1062.98181818","16.26666667","",""
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-12","","","","27.17916667","","","11.79166667","20.78333333","","","1047.00416667","16.15","15.225","2.3375"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-11","","","","28.03333333","","","13.40869565","22.03043478","","","886.575","15.525","20.77272727","2.275"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-10","","","","32.8","","","13.275","20.1125","","","807.93846154","15.9875","14.5","2.75384615"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-09","","","0.77083333","37.43333333","110.625","0.01125","16.97083333","25.76666667","132.56666667","84.19583333","886.7625","16.9875","19.20416667","4.56285714"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-08","","","0.73636364","27.93157895","114.54545455","0.0","17.7","29.755","150.77272727","84.96363636","983.18","16.6","26.58333333","3.51764706"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-07","","","0.43846154","21.48","136.73076923","0.0","11.35","21.8625","98.84615385","87.06153846","936.99","15.72916667","34.11","2.753"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-06","","","0.2","35.23125","129.375","0.0","14.5625","22.82083333","21.975","90.2","923.65625","15.92083333","12.5125","2.676875"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-05","","","0.95833333","37.8625","150.9375","0.0","15.275","24.4125","192.63636364","82.44583333","1014.50416667","16.44583333","12.69583333","2.14"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-04","","","0.76666667","29.69583333","112.5","0.0","13.7125","23.5875","7.225","84.48888889","1048.1375","16.725","13.55416667","1.945"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-03","","","0.2","23.5","67.5","0.0","13.15","22.60416667","0.0","91.0","1110.15","17.3875","15.64583333","2.2475"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-02","","","0.60416667","26.65","165.9375","0.0","10.23333333","17.54583333","142.44166667","84.4625","998.79583333","17.66666667","10.5","1.94375"
"ESTACION SAN ANTONIO MONITOREO CONTINUO","2022-01-01","","","0.7375","31.45","111.5625","0.0","15.94583333","22.95833333","65.275","86.79583333","953.9375","17.4375","7.59583333","1.82416667"
