"Estacion","Fecha inicial","Fecha final","VViento","O3","DViento","PLiquida","HAire10","CO","NO2","P","PM2.5","SO2","PM10","RGlobal","TAire10"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-23","","1.19130435","36.7","130.10869565","0.0","74.0","640.37826087","13.22142857","591.99583333","12.55217391","1.93913043","25.22608696","278.30434783","18.56521739"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-22","","0.95833333","27.6875","125.625","0.0","76.125","748.74583333","19.625","591.18333333","15.35416667","2.24583333","30.14166667","206.125","17.46666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-21","","0.825","26.38333333","125.625","0.0","75.58333333","687.925","14.89473684","590.94583333","13.50833333","2.39166667","30.0","151.33333333","18.14583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-20","","1.35","29.89166667","122.8125","0.0","72.0","593.4875","15.54444444","591.30833333","11.56666667","1.8375","25.13333333","266.25","18.40416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-19","","1.13333333","22.55454545","95.625","0.0","74.66666667","494.56","25.0125","592.1","13.56","2.38666667","27.28","222.04166667","16.995"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-18","","1.05416667","31.12916667","167.8125","0.0","76.91666667","339.18333333","9.43684211","591.9625","9.88333333","1.75416667","22.10833333","213.66666667","18.33333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-17","","1.03333333","40.7125","132.1875","0.41291667","80.33333333","232.34285714","4.96666667","591.18333333","4.79583333","1.4875","11.25416667","241.375","18.20833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-16","","0.90833333","36.81666667","155.625","2.50833333","79.33333333","250.45217391","4.9","590.59166667","6.87916667","1.55","13.55833333","227.33333333","18.84166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-15","","1.0625","37.94166667","152.8125","0.025","77.95833333","284.12083333","9.87008966","590.50416667","8.45833333","1.71111111","17.35833333","266.41666667","18.8"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-14","","0.87916667","32.83809524","144.375","0.29166667","80.95833333","440.24347826","9.6","590.04782609","9.56666667","1.43333333","18.1952381","226.125","18.00434783"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-13","","0.84166667","31.61666667","154.6875","0.37916667","73.375","662.07916667","9.95555556","589.6","9.34583333","2.56666667","22.48333333","256.41666667","19.09166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-12","","0.7125","37.0625","174.375","0.07375","77.41666667","624.0125","9.98888889","590.34583333","8.32916667","1.16666667","18.19583333","250.125","18.91666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-11","","0.9","34.5","208.125","0.02125","77.79166667","617.01666667","7.33684211","590.7","9.56666667","1.76666667","22.3","244.08333333","18.12916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-10","","0.77083333","30.925","130.3125","0.0","78.125","615.525","9.91578947","590.65416667","7.94583333","1.56666667","18.50833333","232.91666667","17.9"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-09","","0.79583333","30.27727273","159.375","0.0","78.5","470.65833333","7.22142857","591.1875","9.1875","","17.25833333","255.16666667","18.1625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-08","","0.70416667","32.88","192.1875","0.54166667","82.08333333","569.18333333","13.64285714","591.07826087","6.76956522","","14.39565217","208.79166667","17.97826087"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-07","","0.42916667","27.25909091","173.4375","1.3625","86.41666667","","6.6375","590.80833333","6.02608696","1.6","13.85652174","133.875","17.45833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-06","","0.99583333","33.90869565","175.3125","0.69583333","82.125","","5.51666667","590.775","7.06956522","1.1","14.44782609","237.875","18.01666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-05","","0.8625","33.65","161.25","0.74083333","81.16666667","460.20714286","4.51538462","591.3375","7.34583333","","15.25","228.91666667","18.50833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-04","","0.4","28.3","169.6875","0.095","83.79166667","594.02083333","7.07142857","591.69583333","5.95","1.3","12.75416667","141.58333333","17.89583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-03","","0.72083333","32.90434783","202.5","0.55","81.04166667","540.29166667","2.88181818","591.29583333","7.74583333","","15.0","242.5","18.28333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-02","","0.52083333","33.24090909","150.0","0.38333333","80.875","579.2875","5.72","590.79166667","8.09166667","","15.6625","171.95833333","18.3625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-07-01","","1.02916667","28.66956522","163.125","0.0","75.95833333","572.41666667","10.66666667","590.50416667","9.35833333","1.48181818","23.05416667","217.04166667","18.97083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-30","","1.12083333","29.51428571","137.8125","0.0","74.20833333","603.76521739","16.6","590.64583333","8.325","1.85555556","21.72083333","184.875","19.29583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-29","","1.33333333","29.63181818","180.0","0.0","76.5","625.39583333","7.42","590.24166667","8.53333333","1.54285714","19.475","265.45833333","19.2625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-28","","0.76666667","43.19047619","122.8125","0.56666667","80.125","743.875","10.67333333","590.55833333","7.08333333","1.3","15.8875","229.45833333","18.5375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-27","","0.67916667","32.2125","110.625","0.025","80.625","881.2875","7.42666667","590.92083333","7.20833333","1.725","15.81666667","199.0","18.28333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-26","","0.47083333","29.0125","135.0","0.5625","85.04166667","797.34583333","9.03809524","591.28333333","7.82916667","1.36666667","14.86666667","134.70833333","17.11666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-25","","0.46666667","37.22083333","180.0","1.275","85.58333333","598.78333333","6.35384615","590.78333333","6.17916667","1.52","11.19166667","119.20833333","17.08333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-24","","0.6","38.64583333","126.5625","0.58333333","79.79166667","750.87083333","8.63888889","590.72083333","7.0875","1.2","13.74583333","207.20833333","18.05416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-23","","0.59583333","30.56666667","105.0","0.34166667","79.70833333","632.10416667","6.57647059","590.89583333","6.66666667","1.1","13.33333333","204.70833333","18.275"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-22","","0.77083333","23.20454545","181.875","0.45","79.04166667","694.82857143","10.405","590.60416667","16.41304348","1.36666667","30.26086957","190.41666667","18.13333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-21","","0.9375","24.0875","165.0","0.0","76.08333333","677.75416667","13.48333333","590.0875","17.2","1.75","37.325","187.83333333","18.22916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-20","","1.44166667","28.45416667","145.3125","0.0","71.79166667","686.0","14.72083333","590.22916667","16.60833333","1.77777778","38.19583333","266.58333333","18.40416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-19","","1.0375","22.0826087","167.8125","0.0","69.83333333","584.50416667","12.8625","590.8625","13.14166667","1.2","29.02916667","275.16666667","18.10416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-18","","","","","","","","","590.90416667","","","","",""
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-11","","0.89583333","33.43043478","155.625","0.4375","77.95833333","805.525","10.38888889","593.5375","1.44583333","1.26","3.45","276.70833333","18.5"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-10","","0.56666667","23.36086957","119.0625","0.125","82.54166667","685.1375","6.59473684","593.51363636","","1.18333333","","199.58333333","18.2"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-09","","0.69583333","33.1625","126.5625","0.25","81.0","658.675","9.54166667","593.775","","1.1","","229.75","18.475"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-08","","0.73333333","18.15454545","148.125","0.62083333","84.75","636.0","12.52777778","593.73333333","","1.6","","179.25","18.12083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-07","","0.97916667","22.37142857","147.1875","0.04208333","79.375","590.8625","10.835","593.06666667","1.13809524","1.52352941","2.30952381","249.20833333","19.56666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-06","","0.92916667","31.51666667","156.5625","0.2325","81.08333333","520.10416667","9.22222222","593.27916667","0.725","1.40909091","1.61666667","235.79166667","18.87916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-05","","0.82083333","25.025","122.8125","0.71916667","82.20833333","526.58333333","10.0625","593.32083333","5.0","1.27692308","9.1125","182.625","18.63333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-04","","0.56666667","26.775","105.0","0.02083333","80.75","563.80416667","8.19473684","592.81666667","5.24583333","1.22","9.67083333","162.91666667","19.05416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-03","","0.7125","23.26111111","173.4375","0.0","79.75","589.55833333","6.80434783","592.12916667","5.625","1.335","10.38333333","230.41666667","19.70416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-02","","0.4375","25.21818182","187.5","0.0125","80.54166667","647.52083333","9.6","592.82916667","5.845","1.48125","10.245","169.45833333","19.52083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-06-01","","0.68333333","28.11666667","165.0","0.775","83.83333333","518.21666667","7.44210526","","3.85","1.39230769","7.18333333","172.625","18.6375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-05-31","","0.475","25.26666667","165.0","0.02291667","83.79166667","484.44166667","8.31052632","","4.2","1.37058824","7.7875","200.83333333","18.80416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-05-30","","0.37916667","29.40416667","143.4375","0.96291667","85.375","555.13333333","13.2","","2.80833333","1.55","5.8","149.875","18.1875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-05-29","","0.81666667","26.4625","157.5","0.52916667","81.70833333","487.35","9.10666667","","3.3125","1.43529412","6.06666667","249.5","19.21666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-05-28","","0.6625","26.965","180.0","1.00208333","82.20833333","357.71363636","10.74736842","","3.57391304","1.62666667","5.9","204.375","18.52083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-05-27","","0.72916667","21.06666667","141.5625","2.2225","82.08333333","471.03333333","8.74166667","","5.2875","1.52272727","11.0","233.75","18.50833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2023-05-26","","0.52916667","19.01538462","190.3125","0.0525","84.375","529.225","12.92857143","","","1.83333333","","152.91666667","17.63333333"
