"Estacion","Fecha inicial","Fecha final","VViento","O3","DViento","PLiquida","HAire10","CO","NO2","P","PM2.5","SO2","PM10","RGlobal","TAire10"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-12","","1.45833333","45.50416667","247.5","0.13333333","71.54166667","319.80833333","11.25","594.22083333","11.2375","1.93913043","19.54583333","267.20833333","18.825"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-11","","1.14583333","31.74583333","210.0","0.0","74.33333333","352.60416667","14.95416667","594.4375","10.83333333","2.05652174","19.49583333","253.125","17.66666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-10","","0.70416667","35.30833333","188.57142857","0.075","78.875","344.51363636","13.54545455","594.69166667","6.0","2.0125","12.45","173.875","17.50833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-09","","0.94166667","36.35416667","225.0","0.09166667","77.20833333","264.97368421","9.10416667","594.5625","4.4","1.9","11.22916667","208.58333333","17.63333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-08","","0.69583333","40.5375","155.625","0.90833333","81.45833333","303.82727273","13.94166667","594.04583333","7.92083333","1.96086957","14.21666667","131.5","16.5875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-07","","0.8","32.03333333","150.9375","0.24166667","81.29166667","328.24166667","18.8","593.70416667","9.3375","1.87083333","17.8125","120.25","17.14166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-06","","0.46666667","35.36666667","165.0","0.04166667","77.66666667","428.1625","15.46666667","594.4125","11.04583333","1.80833333","18.90416667","140.54166667","17.40833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-05","","0.5375","47.54583333","143.4375","0.56666667","78.41666667","359.36956522","13.0826087","594.4375","10.37083333","1.94545455","17.32916667","176.45833333","17.21666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-04","","0.72916667","48.32916667","165.9375","0.95833333","78.75","268.56666667","13.65652174","594.5","9.20833333","1.78636364","16.49583333","136.83333333","17.11666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-03","","1.07083333","41.43333333","186.5625","0.0","72.66666667","239.29047619","8.64117647","594.25833333","7.90833333","1.76666667","18.91666667","277.5","18.025"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-02","","0.72916667","46.18333333","226.875","0.075","77.75","224.62857143","8.58666667","594.175","7.34583333","1.89130435","13.45416667","176.75","17.20833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-10-01","","1.025","38.41818182","162.1875","0.19166667","70.95833333","480.52857143","8.07222222","594.14583333","10.63181818","1.78095238","17.65909091","185.75","17.87083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-30","","0.79166667","43.3875","190.3125","0.03333333","61.16666667","597.1","11.66","594.32083333","6.52916667","1.64","12.50833333","180.54166667","16.7875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-29","","0.70833333","52.32916667","153.58695652","0.43333333","63.08333333","487.26666667","9.10625","594.4375","4.11666667","1.45789474","8.26666667","142.20833333","15.825"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-28","","1.74583333","47.95833333","70.3125","0.01666667","61.20833333","640.75","6.53809524","594.07083333","9.87916667","1.66190476","16.8","151.16666667","16.5875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-27","","0.7625","48.33333333","225.0","0.075","60.5","676.52083333","13.88888889","593.97083333","9.00833333","1.53478261","17.40416667","149.20833333","17.39583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-26","","0.91666667","54.54166667","200.625","0.00833333","58.04166667","559.70833333","8.56666667","594.35416667","7.66666667","1.42380952","14.18333333","185.875","17.625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-25","","1.41666667","49.60416667","202.5","0.125","57.75","543.20416667","4.68","593.975","8.04166667","1.505","14.79583333","214.16666667","18.65416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-24","","1.425","52.22916667","219.375","0.09166667","54.79166667","548.13333333","6.275","593.8","7.5875","1.47","14.9625","260.04166667","19.13333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-23","","1.05833333","57.24583333","206.25","0.075","57.25","534.84166667","7.94166667","593.925","5.8625","1.53157895","13.52916667","171.25","18.03333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-22","","1.48333333","61.17272727","189.375","0.2","59.0","571.14166667","1.9","593.45416667","8.45416667","1.37368421","13.90833333","255.25","18.19583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-21","","1.55","","209.0625","0.26666667","56.95833333","667.15416667","6.0625","593.14166667","12.79166667","1.44210526","19.4125","267.66666667","18.37916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-20","","1.55416667","52.63809524","228.75","0.14166667","56.0","655.5","7.11666667","592.50416667","13.85833333","1.52608696","22.38333333","251.83333333","18.49166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-19","","1.64583333","54.15416667","204.375","0.04166667","53.375","694.29166667","6.71538462","592.725","19.925","1.57272727","30.19583333","245.33333333","19.42916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-18","","1.40416667","60.7","191.25","0.0","48.33333333","624.81666667","7.47272727","592.9875","15.46666667","1.4375","24.57083333","274.25","19.97083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-17","","1.89166667","51.8","201.5625","0.25","53.125","549.33913043","12.61176471","593.77083333","10.4","1.57058824","18.06956522","277.70833333","18.9875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-16","","2.2375","57.84166667","213.26086957","0.21666667","54.20833333","581.8875","13.325","593.32916667","11.2826087","1.8","19.63478261","273.25","19.57083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-15","","1.975","56.41666667","229.6875","0.01666667","51.20833333","574.55416667","12.71666667","593.63333333","10.32916667","1.6875","17.84166667","275.25","20.39166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-14","","1.44583333","49.3875","186.5625","0.0","55.45833333","726.37916667","20.99166667","593.7875","16.70416667","2.02173913","26.8","241.08333333","19.07083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-13","","1.30833333","50.07826087","202.5","0.03333333","54.91666667","667.09166667","21.715","594.16666667","11.475","1.88636364","20.70416667","213.25","18.28333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-12","","1.20833333","47.9625","180.0","0.20833333","57.25","612.33333333","6.62222222","593.6125","14.67916667","1.62173913","23.94583333","215.25","18.73333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-11","","1.45833333","41.19583333","212.8125","0.00833333","53.04166667","643.59583333","12.1125","593.31666667","16.34583333","1.84166667","27.41666667","287.41666667","19.16956522"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-10","","1.09583333","39.96086957","149.0625","0.04166667","54.375","687.15","19.42631579","593.77083333","17.46666667","1.99166667","29.12083333","237.91666667","17.8875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-09","","1.67083333","57.90416667","242.8125","0.00833333","48.625","630.29583333","18.01666667","594.24583333","16.38333333","1.75652174","26.63333333","252.04166667","18.99583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-08","","2.175","52.8625","254.60526316","0.0","52.875","635.02916667","9.86666667","593.3625","18.79166667","1.69565217","27.44166667","277.79166667","18.2375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-07","","1.62916667","59.4875","207.1875","0.09166667","55.83333333","630.8875","9.87333333","593.025","12.52083333","1.69130435","19.79166667","247.125","18.62916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-06","","2.0","50.67083333","196.875","0.0","53.125","704.01666667","9.58461538","593.03333333","19.47083333","1.80869565","30.07916667","290.08333333","19.13333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-05","","1.8875","52.4375","228.06818182","0.44166667","55.41666667","631.77083333","11.12","593.75","9.975","1.675","17.48333333","254.79166667","19.02083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-04","","1.32916667","63.975","232.15909091","0.29166667","55.79166667","636.64166667","3.14285714","593.51666667","15.25416667","1.45","22.55416667","278.20833333","19.25"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-03","","1.25","51.85909091","185.625","0.51666667","57.45833333","804.82857143","12.60555556","593.73181818","20.16363636","1.78571429","28.94090909","205.5","18.17272727"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-02","","1.4375","60.6125","210.0","0.125","58.25","669.13333333","11.90416667","593.92083333","17.55416667","1.56190476","25.62916667","256.95833333","18.15416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-09-01","","1.26666667","59.7125","204.375","0.71666667","58.45833333","602.9375","11.61666667","594.56666667","16.24166667","1.5173913","22.91666667","196.375","17.96666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-31","","1.30416667","49.09583333","155.625","0.0","49.91666667","652.8625","19.2","594.43333333","23.00833333","1.64347826","35.54583333","257.54166667","18.23333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-30","","1.56666667","46.6375","229.6875","0.0","50.41666667","636.18333333","18.49583333","594.35833333","19.4875","1.72272727","30.90833333","270.83333333","18.175"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-29","","1.7375","46.8875","254.0625","0.125","55.625","546.95416667","13.21666667","594.34782609","10.78333333","1.58571429","18.05416667","263.0","18.63333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-28","","1.64166667","61.4625","234.375","0.025","52.04166667","458.31666667","10.27916667","594.62083333","14.62083333","1.46363636","22.86666667","273.375","19.45833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-27","","1.475","46.52916667","191.25","0.0","53.95833333","458.825","13.3875","595.24583333","14.88333333","1.48571429","23.35833333","276.375","18.01666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-26","","1.6","41.0875","166.875","0.00833333","54.29166667","529.37083333","13.55416667","595.24583333","10.325","1.72","18.67083333","232.875","17.94583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-25","","1.29583333","34.82916667","198.75","0.18333333","60.66666667","463.3875","11.0875","595.05","6.91666667","1.47619048","11.95833333","225.08333333","17.66666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-24","","0.90833333","39.275","150.0","0.36666667","60.33333333","481.4125","14.04166667","594.22083333","6.07916667","1.565","11.47083333","171.70833333","18.07916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-23","","1.24166667","50.2125","197.8125","0.19166667","58.625","453.73333333","12.38333333","594.19166667","6.8625","1.6","12.29583333","227.79166667","18.12916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-22","","1.19583333","54.06666667","163.125","0.30833333","57.04166667","491.08333333","13.85833333","593.6","10.09583333","1.57391304","17.11666667","195.41666667","18.96666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-21","","1.49583333","48.725","158.4375","0.0","52.45833333","557.24583333","15.125","593.9826087","15.50833333","1.80454545","27.07083333","288.29166667","19.00416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-20","","1.61666667","46.1","226.875","0.0","53.125","610.55","16.20909091","593.5625","13.66","1.93809524","23.135","249.70833333","21.31666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-19","","1.84583333","44.27083333","195.0","0.0","53.33333333","686.9","13.2125","593.11666667","11.03333333","2.08333333","18.59166667","255.83333333","19.00416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-18","","1.49583333","43.60833333","187.5","0.0","50.625","785.7875","14.52083333","593.49166667","13.1125","2.2125","22.3375","288.70833333","19.15833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-17","","1.81666667","51.77083333","235.3125","0.11666667","46.29166667","696.15","15.27916667","593.9875","9.84583333","2.09565217","17.50833333","283.91666667","18.42083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-16","","1.825","40.925","199.6875","0.01666667","52.75","737.29583333","17.7375","594.36666667","13.67083333","2.225","21.1","241.79166667","17.62916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-15","","1.81666667","47.8625","210.9375","0.0","51.04166667","762.025","13.75833333","593.72916667","19.09583333","2.15217391","30.33333333","282.375","18.53333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-14","","1.625","47.17083333","225.9375","0.0","51.91666667","665.9","7.9875","592.6125","11.53333333","1.94583333","17.69583333","287.95833333","18.93333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-13","","1.5375","36.4375","199.6875","0.025","59.95833333","572.3","7.92083333","592.95416667","6.7875","2.01304348","11.02916667","280.5","17.06666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-12","","1.77916667","48.72083333","225.9375","0.84166667","54.91666667","517.90416667","6.37826087","593.22083333","6.5","1.86086957","10.54583333","273.66666667","17.325"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-11","","0.93333333","32.07083333","189.375","0.03333333","58.29166667","608.75","11.36521739","593.02916667","5.30833333","2.00833333","9.89166667","188.83333333","17.42916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-10","","1.0875","40.35","241.875","0.05","58.95833333","599.72916667","13.87083333","593.59166667","8.14583333","1.9826087","13.2875","246.79166667","17.31666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-09","","0.65833333","34.58333333","179.0625","0.16666667","62.25","716.79583333","14.76666667","","","2.32608696","","138.83333333",""
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-08","","0.91666667","34.20833333","217.5","0.0","59.83333333","754.14166667","11.38333333","593.075","8.9","2.13333333","53.4125","182.79166667","17.6375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-07","","0.9875","37.64583333","146.25","0.09166667","59.70833333","726.575","11.94583333","592.92083333","5.00434783","2.24583333","41.1","183.33333333","17.6"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-06","","0.70833333","30.36086957","181.07142857","0.71666667","60.4","646.3826087","12.89545455","593.4625","5.86363636","2.05454545","41.45454545","192.42857143","17.34166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-05","","0.9625","44.8125","200.13157895","0.36666667","57.78947368","538.82083333","8.3875","593.80416667","2.29583333","2.02727273","4.52916667","272.0","17.7875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-04","","1.345","39.6875","184.5","0.075","56.52631579","632.39583333","8.56666667","593.52083333","4.80833333","1.83333333","8.66666667","219.75","18.71666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-03","","1.365","41.34166667","166.5","0.18333333","53.0","702.875","11.9125","593.75","5.50416667","1.95416667","9.775","247.3","18.0125"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-02","","1.7952381","55.20833333","191.78571429","0.10833333","46.25","630.63333333","10.125","594.12916667","12.27916667","1.9173913","23.475","321.57142857","18.97083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-08-01","","2.01428571","41.92916667","180.0","0.0","49.1","682.85416667","11.86956522","594.10416667","12.35833333","1.9173913","23.63333333","278.71428571","17.925"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-31","","1.7875","30.9125","201.42857143","0.0","51.05","782.6375","15.09166667","593.70833333","14.58333333","2.32083333","28.27916667","305.42857143","17.64782609"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-30","","1.6125","30.45833333","189.64285714","0.0","49.55","754.74166667","13.9125","593.11666667","14.575","2.17083333","26.9125","266.33333333","18.21666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-29","","1.72083333","35.56666667","223.92857143","0.0","48.1","664.425","9.67083333","593.4375","11.28333333","2.07916667","21.3","303.23809524","19.625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-28","","1.6875","29.86666667","199.28571429","0.0","56.7","609.57083333","7.16086957","593.72083333","9.1375","1.70869565","15.06666667","290.52380952","18.35833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-27","","1.50833333","35.3375","192.85714286","4.0","57.3","590.8125","8.95416667","593.3375","8.5875","1.825","14.57083333","272.0952381","18.5625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-26","","1.59166667","41.225","225.0","1.29166667","50.4","601.31666667","8.97916667","593.525","12.85","1.85416667","23.69166667","306.0","19.17916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-25","","1.5125","39.71666667","223.875","0.0","49.8","640.04583333","9.09090909","594.24583333","12.80833333","1.9125","23.97083333","331.57894737","19.55416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-24","","1.59166667","36.64166667","199.28571429","0.0","51.15","638.875","9.0125","595.02083333","16.9375","1.89130435","28.14166667","284.85714286","18.14166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-23","","1.48333333","33.26521739","248.4375","0.0","64.45833333","657.27826087","10.5952381","593.8125","18.53333333","2.05","29.8","244.5","18.27916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-22","","1.8125","36.5875","116.25","0.0","83.20833333","582.42916667","7.06363636","592.82916667","11.42916667","2.10416667","21.325","308.125","19.27083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-21","","1.61666667","33.4625","147.1875","0.27916667","85.70833333","586.3875","7.80833333","593.2","13.175","1.925","22.55833333","270.79166667","18.87916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-20","","1.77916667","23.30416667","130.3125","0.0","83.45833333","608.0875","9.825","593.99583333","14.09166667","1.925","27.6","307.625","18.58333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-19","","1.47916667","32.8625","111.5625","0.0125","86.25","592.9","9.49166667","594.12083333","13.57916667","1.85833333","25.10833333","233.04166667","18.34166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-18","","1.75416667","38.37083333","133.125","0.03333333","82.0","561.28333333","8.80416667","593.99565217","14.1625","1.9","29.36666667","276.91666667","19.04583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-17","","1.9375","40.81666667","128.4375","0.0","79.75","566.85416667","8.56086957","593.57916667","8.77083333","1.9625","18.57083333","294.875","19.52083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-16","","1.36666667","30.05833333","139.28571429","0.0","82.23809524","562.77916667","9.825","593.25","6.10416667","1.91666667","13.00833333","300.59090909","19.00416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-15","","1.53333333","23.30416667","155.625","0.0","85.54166667","580.68333333","8.71666667","593.38333333","4.08333333","1.85833333","11.03333333","292.75","19.02083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-14","","1.55416667","32.325","153.75","0.0","83.16666667","600.56666667","8.325","593.7875","4.76666667","1.90833333","12.2125","312.125","18.69166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-13","","1.30833333","30.57083333","143.80434783","0.0125","84.04166667","668.80833333","17.41666667","594.19166667","6.52272727","2.02608696","12.99090909","284.04166667","18.475"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-12","","1.07916667","40.3375","167.8125","0.46666667","90.20833333","548.69583333","12.46666667","594.1625","5.9625","1.88333333","12.2125","266.58333333","17.45"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-11","","1.48333333","35.35833333","123.75","0.07916667","83.66666667","580.50416667","10.65","593.05833333","6.79166667","2.09166667","14.1125","303.70833333","18.98333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-10","","1.44166667","35.075","135.0","0.0","83.95833333","646.45416667","13.80416667","592.41666667","5.78333333","2.625","12.175","251.66666667","18.92916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-09","","1.47083333","38.40869565","188.4375","0.06666667","82.875","500.68695652","11.10454545","592.69130435","4.06363636","3.05454545","9.97272727","264.08333333","18.6826087"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-08","","1.60833333","34.84583333","164.0625","0.04583333","82.375","531.3625","10.75","593.29583333","5.55833333","2.49166667","13.08333333","316.75","18.75"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-07","","1.475","27.775","145.3125","0.0","84.875","617.2375","10.67916667","593.45","8.19166667","2.36666667","15.00833333","298.70833333","18.45"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-06","","1.4125","27.3625","117.5","0.0","85.25","602.09166667","11.60416667","594.0375","5.87916667","2.49583333","12.55","304.91666667","18.2"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-05","","0.925","18.7375","231.42857143","0.6","95.41666667","517.05","11.45","593.6","8.10833333","2.39166667","14.67083333","91.83333333","16.325"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-04","","1.1375","26.8125","191.25","0.10833333","91.95833333","423.61666667","8.39583333","592.50833333","3.96666667","2.4625","8.925","165.04166667","17.64583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-03","","0.6875","26.18333333","198.75","0.31666667","91.75","515.3125","13.32916667","592.88333333","5.00833333","2.4125","10.19166667","202.83333333","17.55416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-02","","0.725","32.0125","160.3125","0.79583333","91.125","482.125","12.67826087","592.92916667","5.0625","2.575","10.52083333","186.66666667","17.8125"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-07-01","","0.77083333","26.925","201.5625","0.04583333","88.91666667","544.325","14.57083333","592.56666667","6.82916667","2.3173913","12.70416667","276.25","18.1"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-30","","0.8875","34.93333333","126.5625","1.3375","89.875","476.125","10.91666667","593.50833333","5.5375","2.16666667","11.2875","194.625","17.83333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-29","","0.90416667","27.44583333","118.125","0.25416667","90.75","524.83333333","12.33333333","594.07916667","5.42083333","2.2","12.47083333","240.16666667","18.0125"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-28","","0.575","31.09166667","154.6875","0.59166667","92.83333333","469.7625","12.5875","594.1125","4.85833333","2.125","11.20833333","156.625","16.93333333"
