"Estacion","Fecha inicial","Fecha final","VViento","O3","DViento","PLiquida","HAire10","CO","NO2","P","PM2.5","SO2","PM10","RGlobal","TAire10"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-27","","0.89583333","28.23333333","157.5","0.50416667","90.25","448.82916667","10.49583333","593.72916667","5.52083333","2.03333333","11.4125","233.25","17.7125"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-26","","1.1","30.475","150.9375","0.84583333","90.25","423.175","9.2125","593.8125","4.55","2.09583333","10.0875","242.125","17.95"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-25","","0.72916667","23.26818182","217.5","0.6375","90.41666667","509.79565217","12.79411765","594.54583333","6.00869565","2.35454545","12.50434783","167.25","18.4875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-24","","1.02916667","24.46521739","148.125","0.39583333","87.70833333","490.20416667","8.97916667","595.14583333","5.5875","2.45833333","12.33333333","256.04166667","18.49166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-23","","0.8625","28.0875","150.0","0.15","90.16666667","479.08333333","10.75","595.10833333","5.55","2.43333333","11.51666667","203.66666667","17.61666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-22","","0.95","29.2625","164.0625","0.95833333","90.04166667","480.41666667","11.38333333","594.99166667","9.69583333","2.49583333","17.07916667","186.16666667","18.17916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-21","","1.3625","34.58333333","90.9375","0.06666667","87.16666667","450.52916667","12.57083333","595.03333333","5.7","2.54166667","12.825","270.95833333","18.77083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-20","","1.30416667","39.32083333","95.92105263","0.32916667","84.55555556","428.19583333","12.1375","594.63333333","5.01666667","2.375","10.55","374.26315789","18.23333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-19","","0.62083333","33.45","168.75","0.0625","91.375","502.69583333","17.875","594.31666667","7.1","2.54583333","14.40416667","171.66666667","17.22916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-18","","1.20833333","34.45","122.8125","0.6375","87.45833333","505.67083333","16.06521739","594.3173913","5.51304348","2.43809524","11.59565217","191.0","17.61304348"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-17","","0.925","32.93333333","185.625","0.01666667","88.25","455.55416667","11.27916667","594.77916667","7.6","2.52916667","14.9","229.08333333","18.88333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-16","","0.725","31.20833333","216.5625","0.55","82.28571429","431.28333333","7.97083333","595.69583333","4.74166667","2.26666667","9.90416667","118.54166667","17.64583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-15","","1.08333333","29.10833333","138.75","0.34166667","85.0","446.60416667","10.6","595.55833333","3.40416667","2.44583333","8.72916667","150.79166667","17.2125"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-14","","0.6125","29.7625","139.6875","0.73333333","85.0952381","483.85416667","14.3125","595.07916667","5.27083333","2.58333333","11.22083333","139.33333333","17.75"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-13","","1.03333333","31.67083333","154.6875","0.89166667","83.04166667","478.66666667","11.65","595.24166667","6.7","2.71666667","13.2375","234.5","18.90416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-12","","1.35416667","25.62916667","156.5625","0.03333333","86.0","451.475","9.62916667","595.57916667","6.00416667","2.73333333","14.09583333","307.33333333","18.64583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-11","","1.26666667","18.1","142.5","0.2","87.66666667","488.89130435","11.93809524","595.19583333","5.25","2.48","12.58333333","255.75","18.3"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-10","","1.27083333","28.98333333","108.75","0.55833333","83.33333333","411.49166667","8.19583333","594.88333333","6.0625","2.17083333","11.01666667","273.625","18.62083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-09","","1.1875","25.19166667","133.125","1.0","85.25","512.0125","10.9875","595.90833333","5.25","1.89583333","10.79166667","277.58333333","18.175"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-08","","","33.61428571","","","","679.35384615","13.36153846","","","1.71111111","","",""
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-05","","","3.3","","","","610.65","7.63333333","","","1.56666667","","",""
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-04","","1.14583333","17.56666667","174.375","0.075","91.875","674.58333333","10.3125","595.125","5.80416667","1.60833333","12.575","146.25","18.58333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-03","","1.51666667","22.38333333","137.8125","0.39166667","87.91666667","628.50416667","6.69583333","594.97916667","5.23333333","1.39473684","11.43333333","243.66666667","19.29583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-02","","1.175","22.7625","171.5625","0.35833333","83.91666667","673.28333333","9.12916667","594.8875","5.1","1.36666667","12.00833333","246.5","20.20416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-06-01","","2.225","24.76666667","146.25","0.01666667","80.16666667","649.91666667","8.03333333","594.12916667","4.3625","1.52727273","13.06666667","299.41666667","20.84583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-31","","1.27083333","24.31666667","108.75","0.59166667","89.625","628.475","8.57083333","595.0875","4.0625","1.43","9.53333333","232.66666667","19.2"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-30","","1.1875","23.66666667","133.125","0.29166667","88.04166667","234.74705882","9.1375","595.2875","5.80416667","1.32857143","12.70833333","277.66666667","18.92916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-29","","1.30416667","27.475","159.54545455","0.33333333","90.33333333","159.92857143","9.875","595.79583333","4.50416667","1.50588235","10.23333333","229.40909091","18.4625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-28","","1.4875","26.76","169.6875","0.31666667","86.83333333","118.19090909","8.06666667","594.47826087","4.74782609","1.37333333","10.7","281.91666667","19.55"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-27","","1.33333333","19.54583333","172.5","0.25","88.79166667","501.90909091","12.53","593.50833333","6.85416667","3.48181818","15.4875","178.16666667","19.05"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-26","","1.59166667","33.21666667","164.0625","0.0","85.04166667","655.84166667","11.34166667","593.5","8.45416667","3.4375","17.6","275.95833333","19.62083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-25","","1.1875","29.33333333","137.8125","0.05","91.08333333","675.775","14.0625","593.84583333","7.825","3.4","15.675","202.5","18.72916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-24","","1.32083333","31.04166667","163.125","0.41666667","88.0","637.1375","13.3875","593.98333333","6.1","3.38333333","13.24166667","254.45833333","18.89583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-23","","1.51666667","30.30416667","166.875","1.5","87.625","570.3","13.10833333","594.14583333","5.60833333","3.375","13.80833333","225.0","19.19583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-22","","1.23333333","26.3","159.375","0.00833333","88.0","652.35833333","13.25","593.54166667","10.64166667","3.5375","21.05","172.125","19.07083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-21","","1.22916667","15.825","114.45652174","0.01666667","90.91666667","628.38333333","13.51666667","592.74583333","7.15416667","3.47916667","16.27083333","186.33333333","18.75416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-20","","0.96666667","17.56666667","223.125","0.325","89.20833333","748.8375","18.74166667","592.22083333","9.275","3.70833333","22.54166667","194.58333333","19.40416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-19","","1.65","33.00416667","154.6875","0.0","82.33333333","629.97916667","11.925","592.825","6.45833333","3.3875","16.19166667","290.66666667","19.575"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-18","","1.6","38.3","88.125","0.00833333","85.79166667","587.0625","10.67083333","593.94166667","7.39583333","3.23333333","15.54583333","255.70833333","19.55833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-17","","1.09166667","26.93333333","116.05263158","0.0125","85.95833333","651.2125","14.59583333","593.57916667","7.99583333","3.5","18.8125","214.25","19.6375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-16","","0.8125","27.74166667","131.25","0.1","93.5","637.43333333","14.38333333","593.525","5.82916667","3.2625","14.10833333","182.79166667","18.27083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-15","","0.85833333","34.2","203.4375","0.45833333","89.125","586.50416667","15.5125","593.53333333","5.14166667","3.275","12.30833333","173.16666667","18.90833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-14","","0.87083333","19.19130435","202.5","0.00416667","89.04166667","652.76521739","14.40454545","592.60833333","7.77916667","2.45555556","17.03333333","185.70833333","19.12916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-13","","1.0125","20.66956522","166.875","0.0","85.25","692.85","14.275","592.49583333","6.35833333","1.66818182","14.75833333","272.375","19.37916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-12","","0.5125","22.5125","147.27272727","0.36666667","93.125","692.44583333","15.375","593.59166667","7.7125","1.41363636","15.7","118.54166667","18.05416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-11","","0.775","20.05416667","195.9375","0.2","92.0","721.11666667","16.525","593.14166667","9.3","1.53043478","19.7375","150.79166667","18.24583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-10","","0.64166667","12.89166667","180.0","0.18333333","92.83333333","785.99166667","16.74583333","592.98333333","7.39583333","1.79444444","19.7","139.33333333","18.24583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-09","","0.82083333","27.62916667","156.5625","0.55833333","95.29166667","577.90416667","17.275","594.14782609","6.9047619","2.47333333","27.57619048","123.95833333","17.69565217"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-08","","0.87916667","30.44166667","175.3125","1.125","90.58333333","562.775","14.5875","593.7375","8.70833333","2.8875","40.32916667","199.04166667","18.51666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-07","","1.27916667","29.03333333","120.9375","0.89166667","86.04166667","496.0625","10.5375","593.20416667","6.9375","2.64583333","38.5625","239.20833333","20.0375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-06","","1.29166667","29.025","105.0","0.10833333","85.75","518.2375","11.49583333","593.88333333","6.52916667","2.66666667","37.37083333","221.16666667","19.60416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-05","","0.59583333","35.20833333","110.625","0.01666667","81.45833333","482.37083333","8.66666667","594.2","5.7375","2.40833333","36.65416667","250.79166667","18.70416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-04","","0.43333333","38.19583333","163.125","0.71666667","84.66666667","527.25416667","14.475","593.86666667","7.6125","2.575","40.3625","162.95833333","17.86666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-03","","0.42916667","33.22083333","116.25","0.06666667","84.25","511.83333333","13.20416667","593.27916667","9.2625","2.62083333","41.64166667","212.89473684","18.69583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-02","","0.16666667","24.32083333","146.25","0.53333333","88.54166667","589.73333333","20.42916667","593.025","10.69583333","2.75","43.65833333","76.70833333","17.7625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-05-01","","0.5625","32.55833333","128.4375","0.04166667","81.29166667","515.55","10.75416667","593.20869565","10.05833333","2.8125","40.3875","247.125","19.51666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-30","","1.14583333","22.44545455","118.125","0.02083333","90.29166667","523.75217391","8.395","593.875","14.01304348","2.825","46.55652174","183.20833333","18.3625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-29","","1.02916667","31.32083333","120.0","0.0125","76.0","485.7625","5.00714286","594.3","7.09583333","2.87083333","32.52083333","187.125","18.3"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-28","","0.65833333","18.83043478","228.75","0.09583333","75.58333333","635.72083333","10.59473684","594.05416667","12.94166667","2.93043478","39.97083333","108.45833333","17.08333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-27","","0.63333333","32.325","168.75","0.15416667","74.125","574.37916667","11.04736842","593.95416667","11.15","2.73333333","35.36666667","188.58333333","17.25416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-26","","0.77083333","34.85","142.5","0.02916667","72.75","522.86666667","9.41","593.89583333","10.80416667","2.66666667","38.77083333","129.04166667","18.08333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-25","","0.75789474","37.0125","169.34210526","0.09583333","74.61111111","557.9125","15.2125","593.97083333","10.15833333","2.59166667","35.78333333","50.78947368","18.34166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-24","","1.85294118","45.01666667","101.91176471","0.07916667","68.20833333","457.1","","594.20833333","8.9","2.5125","32.23333333","306.58333333","19.55"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-23","","1.35833333","38.08333333","134.0625","0.0125","75.625","415.78333333","","594.55833333","7.94166667","2.45","29.075","226.625","18.27916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-22","","0.38333333","38.53333333","230.625","0.29583333","89.5","515.64583333","12.42105263","594.74166667","8.57826087","2.51666667","30.27391304","77.08333333","16.7375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-21","","0.47916667","45.20416667","170.625","0.25416667","88.25","479.0625","6.59","594.64583333","11.2875","2.57391304","36.0875","107.0","17.27083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-20","","1.0875","43.64166667","180.0","0.18333333","80.66666667","491.89166667","9.90555556","594.70416667","11.3125","2.66666667","39.04166667","205.70833333","18.3625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-19","","1.05","41.96521739","163.125","0.00833333","82.83333333","571.085","9.3625","594.875","16.25416667","3.05833333","45.15833333","126.375","17.69583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-18","","0.9375","45.98333333","140.625","0.0125","82.0","166.3","6.32916667","594.29166667","26.6875","2.93478261","56.74583333","140.58333333","18.6"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-17","","1.19166667","45.29090909","105.0","0.08333333","80.66666667","481.05238095","8.76666667","594.12083333","31.45416667","2.48636364","61.5125","151.58333333","19.30416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-16","","1.38333333","44.65","150.9375","0.0","80.625","712.5375","6.79565217","593.67916667","40.6125","2.36956522","75.59166667","177.625","19.27916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-15","","1.4125","66.65416667","105.0","0.0","77.45833333","592.60416667","4.74","593.38333333","43.10833333","2.15","73.10833333","205.875","19.79583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-14","","1.5375","77.45833333","96.5625","0.0","78.95833333","648.425","3.83571429","593.51666667","49.9375","2.1875","79.97916667","208.29166667","19.92916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-13","","1.41666667","63.22916667","117.1875","0.0","78.04166667","690.83333333","6.57368421","594.25833333","46.84166667","2.40833333","74.67083333","221.625","20.15416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-12","","1.52608696","52.72083333","140.86956522","0.0","77.58333333","672.21666667","5.94347826","594.69583333","38.14166667","2.19583333","62.07916667","259.66666667","19.36666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-11","","1.4375","50.8","141.5625","0.06875","79.04166667","650.95833333","5.52083333","594.66666667","38.17083333","2.49090909","64.41666667","226.5","18.85833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-10","","1.46363636","51.6","132.95454545","0.0","71.16666667","632.9","10.31363636","593.91666667","34.82083333","2.41363636","64.1875","278.91666667","18.8875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-09","","1.22916667","43.00869565","125.625","0.00416667","76.875","753.81666667","11.54090909","594.0125","37.25833333","2.62916667","67.58333333","183.45833333","18.65416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-08","","1.5625","49.55416667","139.6875","0.03541667","78.83333333","426.6","5.76428571","593.99583333","20.89166667","2.5375","43.4","216.125","19.5375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-07","","1.5875","47.78333333","141.5625","0.0","77.25","182.65263158","6.57333333","593.76666667","18.525","2.39583333","40.09166667","266.25","19.35416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-06","","1.07083333","39.07083333","153.75","0.10833333","78.20833333","276.61052632","8.83333333","594.80833333","19.75","2.53913043","39.57083333","228.75","18.80833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-05","","1.3375","37.57083333","110.625","0.1625","76.875","162.42352941","5.29375","595.02916667","14.66666667","2.32083333","31.525","297.70833333","19.11666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-04","","1.03333333","30.0625","117.1875","0.32083333","86.83333333","261.875","8.725","594.70416667","13.55416667","2.25","29.9","157.08333333","17.35416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-03","","0.775","33.39130435","182.8125","0.64166667","85.375","","13.9","594.275","19.28181818","2.57142857","36.14090909","116.04166667","17.8625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-02","","0.625","49.1125","159.375","0.00833333","85.375","","19.15","594.625","26.3625","2.3875","38.42916667","99.45833333","17.86666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-04-01","","1.28333333","57.25","147.1875","0.20833333","82.5","503.73888889","10.74761905","594.85833333","25.41666667","2.47391304","36.42916667","199.91666667","18.56666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-31","","1.30416667","64.9","85.3125","0.075","85.125","497.47083333","8.14090909","597.55416667","31.57916667","2.36666667","42.69166667","170.25","18.21666667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-30","","1.60416667","58.075","105.9375","0.0","79.75","524.57916667","13.28181818","597.36666667","37.07083333","2.62608696","55.49166667","231.875","18.6625"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-29","","1.375","46.24583333","107.8125","0.0","80.33333333","462.92916667","8.66842105","597.59166667","32.975","2.42083333","49.2","192.70833333","18.7875"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-28","","1.4","52.85833333","92.8125","0.00833333","80.95833333","470.65416667","9.92380952","598.20416667","35.2875","2.33333333","50.35833333","253.54166667","19.02083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-27","","1.00833333","55.3","124.6875","0.03333333","79.91666667","418.1125","12.95909091","597.88333333","41.57083333","2.45","62.075","110.625","18.4125"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-26","","1.25","45.84166667","147.1875","0.0","79.70833333","445.07083333","11.52083333","597.45833333","32.54583333","2.54782609","52.7","213.95833333","18.37916667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-25","","1.1625","46.67916667","129.375","0.0","80.20833333","470.82083333","13.29090909","596.63333333","33.07916667","2.47083333","52.7625","197.58333333","18.93333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-24","","1.35833333","51.90833333","119.0625","0.0","80.0","553.8125","13.14545455","596.0625","37.2625","2.47083333","60.1875","251.375","19.5375"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-23","","0.94166667","52.69583333","161.25","0.0","81.5","554.90416667","15.87083333","596.42083333","40.98333333","2.4375","62.5375","160.875","19.525"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-22","","1.08333333","45.47083333","146.25","0.0","76.5","550.36666667","19.85652174","596.79583333","33.83333333","2.00416667","52.52916667","274.33333333","19.6"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-21","","1.02916667","41.45","137.8125","0.0","81.125","490.56666667","16.29583333","597.24583333","28.30833333","1.92941176","45.13333333","150.08333333","18.6125"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-20","","1.17916667","37.79565217","124.6875","0.0","82.375","538.22608696","16.8","596.925","30.83333333","5.6","46.5125","136.79166667","18.97083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-19","","1.74166667","50.49166667","120.0","0.11666667","79.83333333","485.30833333","15.66818182","596.1625","23.95416667","4.80416667","36.7","253.25","19.22083333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-18","","2.05833333","47.8875","126.5625","0.16666667","73.70833333","486.15833333","13.17391304","595.4125","31.4875","5.1875","45.98333333","296.91666667","20.13333333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-17","","1.72083333","50.31666667","108.75","0.10833333","80.95833333","476.57083333","11.58571429","594.59583333","32.05","4.70833333","44.5625","181.66666667","19.59583333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-16","","1.71666667","42.09583333","157.5","0.0","77.66666667","597.5125","16.80833333","594.8375","41.08333333","5.04583333","57.3625","274.33333333","19.6"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-15","","1.64782609","47.2826087","139.89130435","0.0","71.95652174","423.4173913","14.63913043","595.30434783","33.225","4.74583333","47.8","255.34782609","20.53043478"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-14","","1.64583333","53.99166667","133.125","0.1","80.66666667","456.08333333","13.40952381","595.475","22.54583333","4.85","34.24583333","199.95833333","19.55416667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-13","","1.85833333","44.83913043","126.5625","0.0","78.83333333","464.40416667","10.79583333","595.47916667","30.90416667","5.01666667","46.4375","263.75","19.95833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-12","","1.50833333","48.12916667","101.25","0.09166667","79.70833333","438.93333333","10.66818182","596.4875","26.10833333","4.65416667","38.025","237.95833333","19.9"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-11","","1.34","49.512","113.4","0.272","83.16","458.896","12.29166667","596.488","27.37916667","4.59565217","38.14166667","180.36","19.312"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-10","","1.39565217","41.8","106.63043478","0.0","75.65217391","465.54583333","10.28636364","596.94347826","28.59583333","4.7125","42.65","303.17391304","19.95833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-09","","1.08333333","40.7","128.4375","0.225","83.95833333","508.1375","14.6","596.925","25.94583333","4.77916667","37.09166667","144.91666667","18.5125"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-08","","1.5","52.15","199.6875","0.14166667","79.70833333","472.20833333","13.45217391","596.57083333","","4.92083333","","213.58333333","19.39166667"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-07","","1.725","48.75909091","123.75","0.0","77.875","713.79090909","11.395","596.1625","33.72083333","3.91111111","46.225","275.5","19.90833333"
"SAN ANTONIO DE PEREIRA MONITOREO CONTINUO","2024-03-06","","1.3875","","131.25","0.0","80.45833333","","","595.70416667","33.53043478","","46.70869565","166.45833333","18.58695652"
